id,sitio+variante,Espesor_1,Espesor_2,Espesor_3,Resistividad_1,Resistividad_2,Resistividad_3,Resistividad_4,AB2_1,AB2_2,AB2_3,AB2_4,AB2_5,AB2_6,AB2_7,AB2_8,AB2_9,AB2_10,AB2_11,AB2_12,AB2_13,AB2_14,AB2_15,AB2_16,AB2_17,AB2_18,AB2_19,AB2_20,AB2_21,AB2_22,AB2_23,AB2_24,AB2_25,AB2_26,AB2_27,AB2_28,AB2_29,AB2_30
831,sitio2_var331,1.3973763532790526,14.721632683875756,39.428170524095115,56.6,1500.0,1500.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
832,sitio2_var332,1.5470988593905102,15.526754930596796,56.16357532713335,95.0,350.0,1500.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
833,sitio2_var333,2.9162246821694993,12.056159177060596,63.62722153272695,56.6,1500.0,3400.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
834,sitio2_var334,1.3414541921086143,11.809312834636884,34.933668119187445,4.0,350.0,1500.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
835,sitio2_var335,2.4409641546390786,15.928437874735002,56.665194357239415,4.0,350.0,4800.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
836,sitio2_var336,2.210605340487959,21.205188500866605,51.19961583953002,95.0,350.0,1500.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
837,sitio2_var337,2.089901382486771,8.50781471371917,54.98761256533716,56.0,350.0,2300.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
838,sitio2_var338,2.870897935108271,11.87700504801207,61.91668407717572,95.0,45.0,4800.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
839,sitio2_var339,3.155654972388766,22.862490048571935,33.58688775199781,48.0,350.0,2300.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
840,sitio2_var340,2.531919858602545,16.431359206518437,46.08273757353305,56.0,1500.0,2300.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
841,sitio2_var341,2.1852972217866298,7.876421808720901,63.23444234431528,48.0,460.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
842,sitio2_var342,2.1262366335482477,13.532134193825982,51.14881831547244,56.0,1500.0,3400.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
843,sitio2_var343,2.08939424348126,7.542522235613339,34.455055779956645,4.0,350.0,4800.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
844,sitio2_var344,2.763404067397198,6.135550571756135,40.465299300742004,4.0,460.0,4800.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
845,sitio2_var345,3.243228648453269,10.16881814715877,48.88351130503254,56.6,350.0,1500.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
846,sitio2_var346,3.2637341780402593,19.11178101873412,58.388375229125785,56.0,45.0,2300.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
847,sitio2_var347,2.296574488697334,10.483535602053959,56.82558185880734,48.0,350.0,1500.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
848,sitio2_var348,2.055793139507316,8.44965842213862,54.06417006700049,4.0,350.0,11000.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
849,sitio2_var349,3.1226081709781166,21.410145803340026,45.94399664747372,56.0,460.0,11000.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
850,sitio2_var350,2.078911742116621,15.006691941035406,60.40746902111031,56.0,460.0,4800.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
851,sitio2_var351,2.3691606312161015,16.607609946344148,56.01491180385369,95.0,350.0,4800.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
852,sitio2_var352,1.3021863519300578,6.5324662028131915,64.97293411950639,48.0,350.0,2300.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
853,sitio2_var353,1.3317828849112874,4.759219845492618,37.193815226251274,56.0,1500.0,4800.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
854,sitio2_var354,1.895455301786634,17.627996624283274,63.43968567086657,48.0,1500.0,1500.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
855,sitio2_var355,1.978123094948586,11.999075313835807,54.344013847742104,48.0,45.0,4800.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
856,sitio2_var356,3.2436019986205284,22.874899744233883,32.04797737859463,95.0,350.0,2300.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
857,sitio2_var357,1.6082839538060392,19.113344582639442,54.46625250456998,56.0,1500.0,11000.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
858,sitio2_var358,2.6169878849095407,17.394831444240907,60.7939981333493,95.0,350.0,2300.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
859,sitio2_var359,1.9727477822085568,15.775459486009982,48.87209238399047,48.0,350.0,4800.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
860,sitio2_var360,2.561990134552744,13.80282585899802,32.40236387144968,95.0,350.0,11000.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
861,sitio2_var361,2.1344965959154063,15.51048274714144,42.21189186795974,48.0,350.0,11000.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
862,sitio2_var362,3.0903591735198894,18.272109294927443,51.31611050248112,56.0,460.0,4800.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
863,sitio2_var363,2.2475483617093435,5.522581713966064,44.14889268089832,95.0,1500.0,2300.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
864,sitio2_var364,1.9835498763977157,21.55472368959236,45.600452803712315,4.0,1500.0,3400.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
865,sitio2_var365,2.027531705228778,17.673504561828587,56.95626891856822,95.0,350.0,11000.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
866,sitio2_var366,2.286130386786504,14.394527356467174,63.28572689913885,56.6,45.0,2300.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
867,sitio2_var367,3.231051369043973,10.29301353308507,45.075839449604715,56.6,45.0,4800.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
868,sitio2_var368,2.1502071373821616,12.554413315115019,56.394901751541475,4.0,350.0,2300.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
869,sitio2_var369,2.7333264007539118,10.747857467840547,41.186294732632405,56.0,1500.0,11000.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
870,sitio2_var370,2.788254486583712,15.154584168087784,38.27178953183841,56.6,350.0,11000.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
871,sitio2_var371,2.7168954259542035,17.9638604118852,38.37133995518307,4.0,1500.0,3400.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
872,sitio2_var372,2.2634978357934292,17.947471061922197,43.091217974902854,56.0,1500.0,3400.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
873,sitio2_var373,2.0690376122059484,7.468094456784499,32.319445353312254,4.0,460.0,4800.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
874,sitio2_var374,3.1589644129481105,5.701850873703069,41.05086170371709,95.0,45.0,1500.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
875,sitio2_var375,2.046869157396279,7.719135058271156,56.79050562671074,95.0,350.0,3400.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
876,sitio2_var376,1.763920177783452,21.284278912640854,54.79112185257631,56.0,1500.0,4800.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
877,sitio2_var377,2.684004262623464,8.708066244753493,39.889487094659316,56.0,460.0,2300.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
878,sitio2_var378,3.453649586305967,7.3110045704320274,63.21556173927945,56.0,1500.0,2300.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
879,sitio2_var379,3.377473596445694,13.313412998327093,39.442240854701275,48.0,45.0,4800.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
880,sitio2_var380,1.8837136238942696,22.081811980027044,42.658965172689314,56.6,45.0,4800.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
881,sitio2_var381,2.885960475571692,5.314036790985803,49.677537143408344,56.6,45.0,1500.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
882,sitio2_var382,2.796290575104025,19.19635929989319,51.69938502744904,56.6,1500.0,1500.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
883,sitio2_var383,3.023917717549475,18.971468841377586,44.276275750565794,56.0,350.0,4800.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
884,sitio2_var384,3.2209512321846363,16.43078329825883,45.57043460956781,48.0,350.0,1500.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
885,sitio2_var385,2.6224970789484767,8.310902149253911,50.190714410161725,56.6,460.0,11000.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
886,sitio2_var386,3.0028893520953726,22.384100430492367,60.500295404904215,95.0,1500.0,2300.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
887,sitio2_var387,2.029344116337566,20.35861663046277,34.227061804568834,95.0,1500.0,1500.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
888,sitio2_var388,3.4403188682778625,9.051041458482059,42.48356651190524,95.0,1500.0,4800.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
889,sitio2_var389,2.484748468550409,14.68548225315882,55.7478537900896,56.0,350.0,11000.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
890,sitio2_var390,2.560674592101001,18.18517839227124,45.46338230971267,56.6,1500.0,2300.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
891,sitio2_var391,2.3371055698817695,7.468230621606901,63.83596392874341,4.0,350.0,1500.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
892,sitio2_var392,3.2039284017604115,12.770937608881002,48.02741148734996,56.6,350.0,11000.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
893,sitio2_var393,3.20457420806337,16.151541809959248,46.599894378606656,4.0,350.0,11000.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
894,sitio2_var394,3.0543153007189137,9.170533130502381,65.42815539677657,95.0,350.0,2300.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
895,sitio2_var395,2.836738292309775,12.943533625657949,57.68167775584306,95.0,460.0,4800.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
896,sitio2_var396,1.9571798852069233,17.65174731970285,36.34087785259224,56.0,350.0,3400.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
897,sitio2_var397,1.6024200501486732,7.525434721709378,52.13763249384674,4.0,350.0,2300.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
898,sitio2_var398,1.7754137556010645,7.221617637149974,52.00914745474826,95.0,350.0,4800.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
899,sitio2_var399,1.649037994891695,8.073423257800924,63.732811561874605,48.0,1500.0,2300.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
900,sitio2_var400,1.3861343001773498,11.19721024772738,54.76659526501123,56.6,460.0,3400.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
901,sitio2_var401,1.3822772694814558,14.582182242766635,38.13119741708216,95.0,460.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
902,sitio2_var402,2.8751844995757097,6.317028648625524,46.292991157193214,56.6,350.0,4800.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
903,sitio2_var403,2.944294741467724,8.65853906985466,32.04860262529165,95.0,45.0,3400.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
904,sitio2_var404,3.2341545392017643,18.295673091399514,61.06763361796099,48.0,350.0,2300.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
905,sitio2_var405,1.588299903072422,6.736210904243462,62.19695923589697,56.6,350.0,4800.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
906,sitio2_var406,2.809470334731972,16.42239147264118,62.97308837754055,56.0,350.0,1500.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
907,sitio2_var407,2.278215664213138,12.372080797574176,39.24987154697354,4.0,350.0,11000.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
908,sitio2_var408,2.621549785652502,20.321762472748837,61.99980600335247,4.0,460.0,4800.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
909,sitio2_var409,3.2475991147108774,15.100456379485296,32.772637539146544,95.0,350.0,11000.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
910,sitio2_var410,2.529840261515231,18.998189616978713,64.77786248466155,95.0,350.0,3400.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
911,sitio2_var411,2.393174158950556,16.047861777745823,52.365707074675754,95.0,350.0,4800.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
912,sitio2_var412,1.7365103674910451,16.489347087461674,44.82629315653716,48.0,45.0,3400.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
913,sitio2_var413,2.84830916831469,20.876838115403963,53.76851260560393,48.0,350.0,4800.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
914,sitio2_var414,3.095164009620958,20.660492039279543,47.419919803906296,4.0,460.0,1500.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
915,sitio2_var415,3.1309727956510116,16.431079486194008,33.37082367701824,56.6,460.0,1500.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
916,sitio2_var416,2.1082765037050253,19.21801207603947,39.95592933759278,56.6,350.0,11000.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
917,sitio2_var417,1.30165972574243,22.734113665838603,33.18506544531353,56.0,45.0,3400.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
918,sitio2_var418,2.621327701793632,6.145225279044809,46.874320731210254,95.0,350.0,2300.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
919,sitio2_var419,2.514357370232287,8.763242002608603,38.460739149853595,4.0,460.0,2300.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
920,sitio2_var420,2.5924856343816742,14.725273643754658,36.89810891857895,56.6,350.0,11000.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
921,sitio2_var421,2.8411077007381476,17.989146939358385,38.65396932701486,4.0,350.0,3400.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
922,sitio2_var422,3.264007157135916,14.174770768243956,36.24990857469998,56.0,460.0,11000.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
923,sitio2_var423,3.1314779246339475,13.074066117391133,57.78312144078995,4.0,1500.0,1500.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
924,sitio2_var424,2.2930210142387635,15.344790472523604,41.45773328891731,4.0,350.0,3400.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
925,sitio2_var425,3.1013174910122228,13.316505052095888,52.40938887937682,56.0,1500.0,4800.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
926,sitio2_var426,1.6838851766157594,16.60832327829945,63.923788708607994,56.0,1500.0,4800.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
927,sitio2_var427,2.977836339087131,9.761154802856117,62.668863201478075,48.0,350.0,1500.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
928,sitio2_var428,1.9767853352212432,6.70133964062911,64.6504781198907,95.0,1500.0,2300.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
929,sitio2_var429,3.1638922741426465,18.159878440369894,45.28872752421653,48.0,350.0,1500.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
930,sitio2_var430,1.8329703464000087,20.183516814205284,46.555606464138634,4.0,460.0,11000.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
931,sitio2_var431,2.1373304171021137,21.223215599610313,65.49782551132765,56.6,350.0,1500.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
932,sitio2_var432,3.2990736200726274,19.660337334405362,36.31309482610456,95.0,350.0,1500.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
933,sitio2_var433,2.096411267151205,15.92765596239211,54.85497380234867,4.0,350.0,4800.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
934,sitio2_var434,2.488275521756276,18.703093174390148,48.818030633764984,95.0,1500.0,2300.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
935,sitio2_var435,2.0883021935646147,6.448249627660568,65.90968556547962,95.0,45.0,2300.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
936,sitio2_var436,3.3972382049901144,8.87970542289601,44.460759081428016,48.0,460.0,3400.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
937,sitio2_var437,2.1845098134262235,8.240019737804083,34.78311640785351,56.6,350.0,1500.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
938,sitio2_var438,1.851288138210602,10.812307703569841,44.562340285090116,48.0,45.0,3400.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
939,sitio2_var439,1.52563412901383,17.970447461152737,62.20141788514261,48.0,460.0,1500.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
940,sitio2_var440,2.441465645519524,21.006909258607294,61.674615567892744,48.0,1500.0,2300.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
941,sitio2_var441,2.282945054087148,9.606563216663222,59.79210095253365,95.0,45.0,1500.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
942,sitio2_var442,2.305435184953484,18.605390702059758,48.21978413767044,4.0,1500.0,1500.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
943,sitio2_var443,2.9413170794492434,14.325061333762326,41.90236516203258,48.0,350.0,1500.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
944,sitio2_var444,3.106447506292282,8.51768645620788,54.42244262629488,4.0,350.0,3400.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
945,sitio2_var445,2.9046597290979803,9.704762772031765,38.14511336862468,48.0,1500.0,11000.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
946,sitio2_var446,2.6418584387839115,22.209942587414364,37.38563969425971,95.0,350.0,2300.0,4080.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
947,sitio2_var447,3.142371223404056,10.64605131701634,35.882563242551164,56.0,350.0,1500.0,5760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
948,sitio2_var448,2.980949416454715,9.718434377998442,57.240910321943225,56.0,460.0,2300.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
949,sitio2_var449,2.4753297456754755,15.998923056889117,57.62491659706545,48.0,45.0,3400.0,2760.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
950,sitio2_var450,2.1707515300732827,19.68029945782161,44.675962958096086,56.0,1500.0,11000.0,1800.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
951,sitio2_var451,1.6977056698476414,17.278848466980655,64.38109687156843,95.0,350.0,1500.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
