Modelo,Sitio,Espesor_1,Espesor_2,Espesor_3,Resistividad_1,Resistividad_2,Resistividad_3,Resistividad_4,AB2_1,AB2_2,AB2_3,AB2_4,AB2_5,AB2_6,AB2_7,AB2_8,AB2_9,AB2_10,AB2_11,AB2_12,AB2_13,AB2_14,AB2_15,AB2_16,AB2_17,AB2_18,AB2_19,AB2_20,AB2_21,AB2_22,AB2_23,AB2_24,AB2_25,AB2_26,AB2_27,AB2_28,AB2_29,AB2_30
S3-LN-EBSA_V63,1,42.84551229110851,80.16053424997496,74.99395345891655,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V64,1,46.33774027515184,83.31097143140724,68.35128829344094,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V65,1,49.18789398806976,75.19397868989718,73.61812732203306,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V66,1,104.3305523698155,76.42560926339846,17.243838366786015,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V67,1,70.23113625178478,63.930786013374345,63.83807773484088,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V68,1,66.66471761372985,63.85531425486342,67.47996813140671,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V69,1,74.96050607741506,46.01412261563866,77.02537130694627,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V70,1,75.44549636988391,71.47286702081657,51.08163660929952,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V71,1,93.01665693078378,52.10574117683062,52.87760189238561,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V72,1,99.94400100824635,58.85053370135363,39.20546529040001,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V73,1,157.4817793495383,20.98040566009953,19.53781499036217,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V74,1,37.68675183762188,84.1804134887161,76.13283467366203,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V75,1,119.70522310268628,31.69064803221187,46.60412886510186,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V76,1,69.58795017834062,60.30111632169056,68.11093349996884,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V77,1,72.2478188561952,68.16711820854334,57.585062935261455,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V78,1,23.496224955088167,87.2383608580519,87.26541418685996,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V79,1,40.52539196788956,89.78943017708518,67.68517785502524,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V80,1,64.59546041661402,71.54268828760593,61.86185129578008,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V81,1,66.06097904104212,63.9052088864993,68.03381207245857,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V82,1,85.45685944058592,51.645561674373944,60.897578885040154,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V83,1,70.92938908655161,43.679037426705726,83.39157348674269,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V84,1,79.45308838523796,48.66454076969094,69.8823708450711,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V85,1,39.310067091564086,96.31888006533524,62.37105284310068,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V86,1,66.15726642501035,65.12979807714925,66.71293549784042,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V87,1,97.13174662409776,47.605708580325484,53.26254479557675,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V88,1,45.204858582448445,65.08229751971189,87.71284389783965,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V89,1,52.28323328570953,62.897122807130486,82.81964390715999,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V90,1,113.0914892343148,15.01360004826406,69.89491071742114,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V91,1,87.44827272138578,81.69827200112054,28.85345527749369,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V92,1,73.59659760733966,40.858163107816345,83.545239284844,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V93,1,68.30810191958732,58.01371811003198,71.67817997038071,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V94,1,70.60268926289673,50.47127861659488,76.9260321205084,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V95,1,58.89708108026834,50.9304488159967,88.17247010373495,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V96,1,35.2133140329734,68.92790326211387,93.85878270491277,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V97,1,81.1889642370794,69.41064877353276,47.40038698938783,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V98,1,57.209795386112354,89.8745431524678,50.91566146141983,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V99,1,62.093067464738695,65.389403724339,70.51752881092226,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S3-LN-EBSA_V100,1,83.12156667736345,50.398659301600645,64.47977402103592,437.2,90.0,100.0,120.0,2,5,8,10,12,15,18,20,24,28,30,45,55,65,75,85,95,110,130,140,150,170,190,210,220,240,260,280,300,320
S1-AMEBSA_V1,2,6.6187747372521235,34.09865828389053,15.682566978857345,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V2,2,32.89827967246468,18.473427490026125,5.02829283750919,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V3,2,30.027026136803915,11.445035714097255,14.927938149098827,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V4,2,25.311976610965633,9.977992508663235,21.11003088037113,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V5,2,22.821879587442986,11.359170405149788,22.218950007407226,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V6,2,22.10624009761617,12.815840440631638,21.477919461752183,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V7,2,12.749610249955246,27.785279713179868,15.865110036864884,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V8,2,10.803905155884308,18.218834525469852,27.37726031864584,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V9,2,16.009887365442818,15.23206692481882,25.158045709738364,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V10,2,19.202616650571272,15.2271214572833,21.970261892145423,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V11,2,18.98925374260591,17.62471457732545,19.786031680068632,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V12,2,25.98843375254315,4.2081165594029875,26.203449688053865,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V13,2,14.644994198592293,18.63977753028947,23.11522827111823,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V14,2,18.989756781964612,31.46000216502689,5.950241053008504,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V15,2,26.476081784152214,4.768071749408808,25.155846466438984,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V16,2,12.281401103288438,30.747353784128315,13.371245112583237,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V17,2,8.586036179747929,19.859813577117677,27.9541502431344,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V18,2,23.157537193345902,18.000731799541875,15.24173100711223,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V19,2,20.19104442154905,29.527510865625345,6.681444712825599,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V20,2,5.390757507886654,31.805123037911265,19.204119454202083,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V21,2,15.08090182375279,22.157396961633257,19.161701214613952,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V22,2,22.865798269975414,5.676537286108959,27.857664443915624,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V23,2,23.801877335975107,17.727348472575475,14.870774191449422,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V24,2,20.836063946433157,7.1714967592486945,28.392439294318148,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V25,2,12.544898695210295,35.6350165532368,8.220084751552903,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V26,2,13.687257472618061,24.497116662179224,18.21562586520271,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V27,2,10.978498095124474,26.059114595944003,19.362387308931517,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V28,2,14.03293098107033,32.32554570350226,10.041523315427415,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V29,2,8.097365288106712,24.523818418251185,23.7788162936421,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V30,2,24.99153293373764,16.82555179888106,14.582915267381301,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V31,2,20.995271659074422,11.185885973904265,24.218842367021313,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V32,2,27.243557551665262,16.68706242343567,12.469380024899062,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V33,2,37.67831044364706,8.920352567914879,9.801336988438068,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V34,2,17.1438117866811,23.802582446443733,15.453605766875166,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V35,2,14.389360032572622,25.99104652192098,16.019593445506406,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V36,2,15.96680769139164,29.55927593698284,10.873916371625517,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V37,2,15.815556126456045,8.605871473969751,31.9785723995742,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V38,2,12.085984392126313,15.788890884318148,28.525124723555543,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V39,2,11.161735249622307,13.792188726902664,31.446076023475033,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V40,2,17.6632877641702,30.023008206645528,8.713704029184274,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V41,2,26.161692516949895,14.276088775783792,15.962218707266308,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V42,2,20.616443450087186,19.956393264185813,15.827163285727002,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V43,2,35.962922523240515,6.368003016405516,14.06907446035397,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V44,2,13.857862714909793,26.41851187709034,16.123625407999867,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V45,2,8.09549247318696,16.44696482342487,31.857542703388166,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V46,2,24.726142089888135,12.20865883601146,19.465199074100394,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V47,2,31.936693189648448,14.841633841758238,9.621672968593312,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V48,2,27.42990276761916,4.931159844364587,24.03893738801625,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V49,2,25.81691730058455,13.050319503281699,17.532763196133754,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V50,2,28.213932341121993,16.588262028741084,11.59780563013692,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V51,2,15.74648650570079,19.342828845582343,21.310684648716865,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V52,2,9.228018293181817,20.256794647401424,26.915187059416766,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V53,2,17.188935568962357,23.352171421458582,15.858893009579058,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V54,2,19.77030979889883,19.774282993954756,16.855407207146413,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V55,2,15.554264994426507,24.357135905650505,16.488599099922986,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V56,2,11.60899329110408,33.01209765563167,11.778909053264243,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V57,2,25.74117728821452,11.594396093530257,19.064426618255226,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V58,2,11.595785674804723,23.640994687791476,21.163219637403795,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V59,2,21.009430059431494,16.153275100555913,19.2372948400126,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V60,2,15.762381381344014,26.853926851974546,13.783691766681438,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V61,2,28.731374555532785,15.669817731616805,11.998807712850398,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V62,2,25.850984099894365,23.8113207833693,6.737695116736326,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V63,2,19.842349985154893,26.34882650428359,10.208823510561523,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V64,2,19.2635940498663,35.990766982665725,1.1456389674679663,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V65,2,24.369686858778593,16.340600680235386,15.689712460986012,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V66,2,27.898300959549484,15.852650431557294,12.649048608893223,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V67,2,11.359575859635365,27.399355444034843,17.641068696329786,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V68,2,17.805689253365795,11.43030409717695,27.164006649457253,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V69,2,12.90706652289326,10.598005112374539,32.894928364732195,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V70,2,13.762404028288673,20.279644879540847,22.357951092170474,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V71,2,12.7705342304245,8.00359579234607,35.62586997722943,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V72,2,21.03294124026835,15.793999828864521,19.573058930867127,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V73,2,18.58015762710288,21.596382235506137,16.223460137390976,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V74,2,24.330739503615604,18.824054440647735,13.245206055736656,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V75,2,13.714907195098395,21.186753173136335,21.49833963176527,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V76,2,13.042338372577902,22.442938879413987,20.914722748008117,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V77,2,16.538189589719924,22.80110542314479,17.060704987135278,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V78,2,28.302478531496305,14.039237098273276,14.05828437023041,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
S1-AMEBSA_V79,2,16.919377494497315,17.20709786500562,22.273524640497065,56.6,350.0,11000.0,13200.0,1,2,4,5,7,8,10,12,15,18,20,23,28,30,33,38,40,43,48,50,54,58,60,64,68,70,75,80,85,90
