id,sitio+variante,Espesor_1,Espesor_2,Espesor_3,col1,col2,col3,col4
2340,sitio2_variante2340,2.536363038120723,18.57790795118642,63.785422590334164,10.0,80.0,110.0,140.0
2341,sitio2_variante2341,2.002168624249784,15.41696489954653,58.72975929927381,30.0,50.0,120.0,160.0
2342,sitio2_variante2342,3.123598781200303,16.96881447867294,34.452543111005276,20.0,50.0,90.0,160.0
2343,sitio2_variante2343,3.1547188287407932,22.564195350794428,63.03016905314709,30.0,70.0,100.0,140.0
2344,sitio2_variante2344,2.796694634091043,20.837827557292453,58.37811161728763,30.0,60.0,90.0,160.0
2345,sitio2_variante2345,1.9156534653062338,8.153513352468075,51.95905755198418,40.0,80.0,100.0,160.0
2346,sitio2_variante2346,2.6275354655311656,15.95168192505566,41.38102876891752,40.0,70.0,100.0,130.0
2347,sitio2_variante2347,3.3785211401938513,18.63664086933569,65.95693175697409,10.0,70.0,110.0,130.0
2348,sitio2_variante2348,1.44355129083147,21.430282963728274,44.47046201203501,20.0,60.0,110.0,160.0
2349,sitio2_variante2349,3.304043080675968,8.764243405831758,45.24266378906185,40.0,60.0,110.0,130.0
2350,sitio2_variante2350,2.059663188115748,21.09112156367712,60.07212213253425,40.0,50.0,100.0,140.0
2351,sitio2_variante2351,3.4209568325844577,13.528015505255496,42.26546161820461,10.0,80.0,110.0,160.0
2352,sitio2_variante2352,2.939890912937725,7.422196818657051,51.227252687100226,30.0,70.0,90.0,130.0
2353,sitio2_variante2353,2.237735086267169,11.530684279615008,46.915457209895216,40.0,60.0,120.0,130.0
2354,sitio2_variante2354,1.4146513717175615,22.776080599828752,58.558782226377275,10.0,70.0,90.0,150.0
2355,sitio2_variante2355,1.7059736495360833,22.41251914243433,51.6879048406299,40.0,50.0,90.0,150.0
2356,sitio2_variante2356,3.2428851234707237,14.738408682501538,38.48074488732233,20.0,70.0,110.0,140.0
2357,sitio2_variante2357,3.2293716993400596,19.936416039471865,42.17943245897823,10.0,80.0,120.0,140.0
2358,sitio2_variante2358,2.292674995272685,17.454164212249765,44.98025322430728,30.0,80.0,120.0,130.0
2359,sitio2_variante2359,3.0232259065288956,22.676339943701795,62.674771846824754,30.0,50.0,90.0,130.0
2360,sitio2_variante2360,2.3511900074810095,15.270634894029683,55.72684274184866,20.0,60.0,110.0,130.0
2361,sitio2_variante2361,3.2488296266216805,6.463834538917199,53.24539295878054,30.0,60.0,110.0,150.0
2362,sitio2_variante2362,3.036979898467893,16.360438890833937,34.63384749922396,30.0,80.0,120.0,140.0
2363,sitio2_variante2363,3.2896723827242003,6.751874176623179,57.51640603626296,20.0,50.0,120.0,150.0
2364,sitio2_variante2364,1.9305131450795525,11.376924382757558,52.50306366121634,30.0,70.0,90.0,130.0
2365,sitio2_variante2365,2.746563332196655,9.367953724223105,45.43726027745556,20.0,70.0,120.0,150.0
2366,sitio2_variante2366,2.303511949767179,21.078825656926167,46.79926688133137,40.0,60.0,120.0,160.0
2367,sitio2_variante2367,2.605292719563885,7.902645232564196,32.11247195924827,10.0,60.0,120.0,150.0
2368,sitio2_variante2368,3.4089753401231944,19.09147034880437,57.14825583796005,10.0,70.0,120.0,140.0
2369,sitio2_variante2369,2.1528804740358636,12.479993976376974,53.28639841322236,30.0,50.0,110.0,130.0
2370,sitio2_variante2370,2.548666092604442,17.703260672126532,57.813609958394586,30.0,80.0,100.0,150.0
2371,sitio2_variante2371,2.0458104354587117,9.1476065324407,48.50842604930641,10.0,60.0,110.0,130.0
2372,sitio2_variante2372,2.726624549222202,11.673045354025922,49.23006594892671,10.0,80.0,100.0,160.0
2373,sitio2_variante2373,2.438156910635703,8.034971537034158,45.558971128081865,30.0,70.0,90.0,130.0
2374,sitio2_variante2374,2.4856049327965355,21.930242034271707,54.180383047151444,10.0,60.0,100.0,160.0
2375,sitio2_variante2375,3.1235605114579674,20.151014499517874,38.07633681469144,40.0,70.0,110.0,160.0
2376,sitio2_variante2376,1.4363232143489408,13.230889271202015,38.57174630650488,30.0,70.0,90.0,140.0
2377,sitio2_variante2377,1.7179541983437532,7.999320226155681,46.556758327223235,10.0,50.0,110.0,130.0
2378,sitio2_variante2378,2.4769039359641623,12.41680963667842,54.65956064508788,40.0,80.0,120.0,150.0
2379,sitio2_variante2379,1.3834730033010925,13.694507854658616,54.44004182303154,10.0,80.0,90.0,130.0
2380,sitio2_variante2380,2.0368070893736436,10.156417537058188,63.70076857116002,30.0,70.0,90.0,160.0
2381,sitio2_variante2381,1.3627930672291146,7.8558854828022495,58.53373542679351,30.0,80.0,100.0,130.0
2382,sitio2_variante2382,1.552133345967642,22.614795457820584,47.49999254490657,40.0,80.0,110.0,140.0
2383,sitio2_variante2383,2.3295337797959794,14.259365549228548,50.260180333429105,30.0,50.0,90.0,130.0
2384,sitio2_variante2384,3.2930580784927237,14.513623391581891,34.162355449808594,20.0,50.0,110.0,160.0
2385,sitio2_variante2385,1.6070419378178296,22.21842651106597,37.395947968998954,30.0,50.0,90.0,150.0
2386,sitio2_variante2386,3.1372557721475003,12.615683852036298,53.95521840026012,20.0,50.0,110.0,130.0
2387,sitio2_variante2387,2.8628777046631653,19.94606450158481,38.01270121898721,10.0,60.0,110.0,140.0
2388,sitio2_variante2388,2.967774711320464,6.784911204252941,56.76966534252271,10.0,80.0,100.0,150.0
2389,sitio2_variante2389,1.7045118622559932,10.403947332236308,57.25515852279773,40.0,50.0,100.0,160.0
2390,sitio2_variante2390,2.761295087242888,17.061106577436586,37.446380114271165,40.0,50.0,90.0,160.0
2391,sitio2_variante2391,3.4098071772079805,8.100268117050295,44.4716538151616,30.0,80.0,100.0,150.0
2392,sitio2_variante2392,3.206802734356822,12.455665451487985,40.21295633340708,10.0,50.0,90.0,130.0
2393,sitio2_variante2393,2.8137141562124284,9.315719224123423,36.835829011687515,30.0,60.0,120.0,150.0
2394,sitio2_variante2394,2.3514251323303856,19.03201223710062,50.68266956096963,20.0,80.0,120.0,140.0
2395,sitio2_variante2395,2.2402906846646395,6.749619108746376,42.393601972489954,40.0,80.0,90.0,150.0
2396,sitio2_variante2396,3.1843693364354237,9.045347833300918,47.36855171225295,10.0,80.0,110.0,160.0
2397,sitio2_variante2397,3.335843939591631,9.284735176321107,50.417941972156,30.0,80.0,100.0,160.0
2398,sitio2_variante2398,1.427921746354946,8.54436554013888,54.29782965597401,20.0,50.0,120.0,130.0
2399,sitio2_variante2399,1.5531858918703498,9.38996252336241,47.028328100343444,20.0,60.0,100.0,130.0
2400,sitio2_variante2400,1.804363616438489,22.880882671646052,59.85718179272624,20.0,60.0,90.0,140.0
2401,sitio2_variante2401,2.645857255343996,21.21288094880164,36.80562329185171,40.0,70.0,110.0,160.0
2402,sitio2_variante2402,2.250302109504628,8.106580341027298,47.98873280556441,10.0,50.0,120.0,150.0
2403,sitio2_variante2403,2.7291812390168557,15.58216451184467,42.4112680904605,10.0,60.0,90.0,160.0
2404,sitio2_variante2404,3.0305742583013355,6.24582443601914,56.25922955007691,30.0,80.0,120.0,160.0
2405,sitio2_variante2405,2.6213508784961794,14.275961336569738,40.07669395075419,10.0,70.0,120.0,140.0
2406,sitio2_variante2406,3.093430532139643,16.127814769038686,55.71279087959982,20.0,70.0,100.0,160.0
2407,sitio2_variante2407,2.189413710112427,9.658906111452147,36.1512146406545,40.0,80.0,110.0,130.0
2408,sitio2_variante2408,1.6520510589906585,11.12593901456918,33.04717946157897,10.0,60.0,110.0,150.0
2409,sitio2_variante2409,2.663121180867095,21.197901565433263,49.247582987276665,40.0,60.0,120.0,130.0
2410,sitio2_variante2410,3.390484453500193,11.136414448881414,34.52152795384729,30.0,50.0,90.0,140.0
2411,sitio2_variante2411,3.1765940476924337,8.363877855375987,37.3991413244656,10.0,60.0,120.0,160.0
2412,sitio2_variante2412,3.1445556959640637,14.510905984112732,64.69236110471289,20.0,60.0,100.0,160.0
2413,sitio2_variante2413,1.8269720743356914,6.5531350786642255,34.624712180224215,20.0,70.0,100.0,130.0
2414,sitio2_variante2414,2.8561411851248004,13.598330932029809,34.29829820581381,10.0,60.0,90.0,130.0
2415,sitio2_variante2415,1.4175251876947192,16.45646816149472,59.322949335415444,10.0,50.0,90.0,140.0
2416,sitio2_variante2416,2.813203880066327,21.88926156652965,63.64931177488448,20.0,50.0,110.0,150.0
2417,sitio2_variante2417,1.395675703031702,6.549787422120591,39.31426301699069,30.0,80.0,100.0,130.0
2418,sitio2_variante2418,1.539615198837847,8.734708549440679,45.99873584126628,10.0,50.0,100.0,160.0
2419,sitio2_variante2419,1.938101730309306,15.36272728674579,46.496787978772645,20.0,70.0,110.0,140.0
2420,sitio2_variante2420,1.5839707923894966,18.12825585560141,37.40734137279497,40.0,50.0,110.0,130.0
2421,sitio2_variante2421,1.7254056991269384,9.02384327590045,60.30981168704598,20.0,50.0,110.0,130.0
2422,sitio2_variante2422,2.2673887910867534,6.442159478324626,62.547184536857614,30.0,50.0,110.0,150.0
2423,sitio2_variante2423,2.547096782003922,15.743630123741902,56.69524975770969,30.0,70.0,100.0,130.0
2424,sitio2_variante2424,3.336076578536411,21.702334942447713,51.99036335050275,20.0,80.0,100.0,130.0
2425,sitio2_variante2425,3.1115787477757895,8.602476995383029,36.11861266502925,30.0,70.0,90.0,150.0
2426,sitio2_variante2426,2.7397582807755585,20.182818341934393,36.47283711752853,10.0,60.0,100.0,140.0
2427,sitio2_variante2427,2.2462366064404025,10.676753513746611,50.18185657512834,40.0,50.0,100.0,160.0
2428,sitio2_variante2428,2.7389107285459575,12.387233119362655,48.11594243565889,10.0,50.0,100.0,150.0
2429,sitio2_variante2429,2.5404660213119117,6.864184427926668,53.48234775743335,10.0,80.0,110.0,130.0
2430,sitio2_variante2430,1.5198930632925545,15.494157222856392,41.07093695263862,10.0,50.0,100.0,160.0
2431,sitio2_variante2431,2.6511100091144657,4.981408001510292,34.73644051350658,10.0,50.0,110.0,140.0
2432,sitio2_variante2432,1.544706844909137,5.82769914683249,57.55519647254086,40.0,70.0,120.0,130.0
2433,sitio2_variante2433,1.3949909699237324,12.165053378365927,61.44965355413158,20.0,80.0,120.0,140.0
2434,sitio2_variante2434,3.065942747056737,12.679586364397373,42.70771414939716,30.0,50.0,120.0,150.0
2435,sitio2_variante2435,2.4700734007890395,14.282962108732047,54.35355433450307,40.0,60.0,110.0,150.0
2436,sitio2_variante2436,2.300264843916891,12.80025368823126,49.037658411783156,20.0,80.0,90.0,130.0
2437,sitio2_variante2437,3.2006438695425823,20.31459488891776,65.75549569509124,20.0,80.0,120.0,130.0
2438,sitio2_variante2438,2.874812940882509,11.248621745650318,64.49186729914038,30.0,60.0,120.0,150.0
2439,sitio2_variante2439,2.6832884793885663,11.232992069181858,58.36982538975555,10.0,60.0,110.0,150.0
2440,sitio2_variante2440,2.7164092758961473,11.370673819125358,47.43885934271196,20.0,60.0,90.0,130.0
2441,sitio2_variante2441,2.541022462283376,12.092663234076188,54.201649127303654,30.0,60.0,120.0,130.0
2442,sitio2_variante2442,1.7895668621520295,11.707332640380393,64.94865176716188,30.0,50.0,100.0,150.0
2443,sitio2_variante2443,2.6320565990458507,18.7979797239219,53.4624386885167,10.0,70.0,90.0,150.0
2444,sitio2_variante2444,2.292990016519229,13.31468869779244,65.70549857110814,40.0,50.0,120.0,140.0
2445,sitio2_variante2445,2.9826344812787386,21.234068411605968,52.38067034950586,20.0,60.0,90.0,160.0
2446,sitio2_variante2446,2.966461292451682,14.256614162530242,54.50691444403813,30.0,70.0,120.0,140.0
2447,sitio2_variante2447,1.7234231695140445,13.140297380988404,41.44295031417759,10.0,70.0,100.0,130.0
2448,sitio2_variante2448,2.3545366638391814,18.56639251712418,52.48475274648314,40.0,60.0,120.0,130.0
2449,sitio2_variante2449,3.3426546713364607,10.919535493489647,50.4289566937383,40.0,50.0,120.0,130.0
2450,sitio2_variante2450,2.8575470380021963,11.863031797696827,48.59358656697767,40.0,80.0,100.0,140.0
2451,sitio2_variante2451,3.0034584010525,7.3662489122207955,38.79357203262207,20.0,70.0,110.0,160.0
2452,sitio2_variante2452,2.2709995076099365,8.343725902859193,59.136380592268935,30.0,60.0,110.0,130.0
2453,sitio2_variante2453,3.2900564206417267,10.617195832683866,62.00099883738874,10.0,80.0,100.0,160.0
2454,sitio2_variante2454,2.102900044689571,4.906688356761655,46.4638062577474,30.0,80.0,110.0,140.0
2455,sitio2_variante2455,1.8484124913476832,19.837671981431757,60.67473038587822,40.0,80.0,100.0,140.0
2456,sitio2_variante2456,2.36991721753275,16.054771549162645,48.79350759700582,20.0,50.0,90.0,140.0
2457,sitio2_variante2457,2.0563804466973252,10.28349522017302,40.993821225187276,10.0,60.0,120.0,150.0
2458,sitio2_variante2458,2.1379402710947613,15.16179336500102,45.92271616581146,40.0,70.0,90.0,150.0
2459,sitio2_variante2459,1.3706172463352209,9.03191650651091,63.15184828898275,40.0,50.0,100.0,160.0
2460,sitio2_variante2460,1.576452165362855,10.49419843859572,48.26901497084815,10.0,80.0,120.0,160.0
2461,sitio2_variante2461,2.505688055322313,5.836378420236693,55.074176311051204,30.0,60.0,120.0,130.0
2462,sitio2_variante2462,2.7140209299470026,8.694259668888455,54.131348307371276,30.0,80.0,90.0,130.0
2463,sitio2_variante2463,1.7968262389879228,11.62622047670135,34.680308234696334,10.0,60.0,120.0,130.0
2464,sitio2_variante2464,2.168863740105941,9.378128368449387,42.59675724079161,10.0,70.0,90.0,150.0
2465,sitio2_variante2465,1.5178272981529821,12.863061737278219,65.46212170495393,30.0,50.0,120.0,150.0
2466,sitio2_variante2466,2.0756609543748317,12.791867234982117,65.540797826534,40.0,70.0,90.0,140.0
2467,sitio2_variante2467,1.312411162789568,12.482047882245618,43.31376915650434,20.0,70.0,110.0,140.0
2468,sitio2_variante2468,1.9299281632636742,14.376321849871378,52.85225198706844,20.0,50.0,110.0,160.0
2469,sitio2_variante2469,2.694160295299338,16.05666728530797,53.14175550582212,30.0,80.0,90.0,140.0
2470,sitio2_variante2470,1.664636257925822,18.172058635365573,34.80006821008842,20.0,70.0,110.0,150.0
2471,sitio2_variante2471,3.4266623759760995,12.197328037107305,53.10714499141986,10.0,70.0,90.0,140.0
2472,sitio2_variante2472,1.3348382341288432,10.79980663822322,49.12730318484386,20.0,70.0,120.0,160.0
2473,sitio2_variante2473,2.2914314985975994,21.2068842035454,46.43264530361646,30.0,50.0,120.0,140.0
2474,sitio2_variante2474,2.7974091060193844,13.274366291045766,32.95088165232182,20.0,60.0,110.0,140.0
2475,sitio2_variante2475,3.032330904115393,5.252817866121588,42.5773168813309,30.0,80.0,90.0,140.0
2476,sitio2_variante2476,3.1274251609588264,4.739366585461141,46.96605963873622,30.0,80.0,110.0,140.0
2477,sitio2_variante2477,2.532521981520567,18.357798828512642,55.22608315630963,20.0,50.0,90.0,140.0
2478,sitio2_variante2478,2.631270426390814,20.92097825950351,48.166978525760605,30.0,80.0,120.0,140.0
2479,sitio2_variante2479,2.8464156835632544,11.394245225382457,40.23500831338236,10.0,60.0,120.0,130.0
2480,sitio2_variante2480,3.0083256363566226,6.680290789343221,57.57399184040966,20.0,70.0,120.0,130.0
2481,sitio2_variante2481,1.6481547605009577,22.48666810592766,59.527733555581285,20.0,70.0,120.0,130.0
2482,sitio2_variante2482,2.597604025296488,12.685312758273856,51.0206959874227,40.0,50.0,110.0,150.0
2483,sitio2_variante2483,1.8323073484483727,19.070558703477666,52.64746253588102,30.0,50.0,110.0,160.0
2484,sitio2_variante2484,2.869403668522569,18.625504571704926,52.2762706604347,20.0,80.0,100.0,160.0
2485,sitio2_variante2485,2.277302290309793,12.748622944564348,59.12348870258619,40.0,80.0,90.0,160.0
2486,sitio2_variante2486,2.9649281565220362,20.518884187958456,55.4507841624274,40.0,50.0,110.0,130.0
2487,sitio2_variante2487,1.5567551957404253,21.75864358492912,43.37298620739903,20.0,50.0,100.0,140.0
2488,sitio2_variante2488,1.4977641822568601,21.302382417355,41.273329988574986,40.0,70.0,90.0,140.0
2489,sitio2_variante2489,2.0692627788092937,5.275530803238288,44.185874028761575,30.0,70.0,100.0,150.0
2490,sitio2_variante2490,2.78672295837276,16.63889847491786,33.49778952975917,10.0,60.0,90.0,140.0
2491,sitio2_variante2491,3.336354633795202,20.798874149326792,54.81284558946749,20.0,80.0,90.0,150.0
2492,sitio2_variante2492,1.3083495046622626,11.383125173736484,49.06434612896768,40.0,80.0,110.0,160.0
2493,sitio2_variante2493,3.468316092771091,20.85198845803272,55.82858533220788,10.0,60.0,90.0,150.0
2494,sitio2_variante2494,1.3839562608733598,13.279350980531417,64.63563933268327,20.0,50.0,100.0,150.0
2495,sitio2_variante2495,2.9389863790959287,9.126159425760228,59.58471050369008,40.0,50.0,100.0,130.0
2496,sitio2_variante2496,2.023706163093372,20.654883745330284,53.62073245851672,10.0,80.0,100.0,130.0
2497,sitio2_variante2497,2.443185312818055,16.22668680463493,44.55522246613944,20.0,70.0,90.0,130.0
2498,sitio2_variante2498,1.5270181816967814,12.105709039296373,33.5365754014099,20.0,80.0,100.0,130.0
2499,sitio2_variante2499,2.029376358892528,22.868944466371083,39.25268864002869,10.0,50.0,110.0,160.0
2500,sitio2_variante2500,3.120643865284979,7.3390296003893365,51.96685567365489,10.0,50.0,90.0,150.0
2501,sitio2_variante2501,1.4518707871892813,22.731658499918368,32.100394206776954,20.0,80.0,90.0,130.0
2502,sitio2_variante2502,2.6650438159921084,21.152335689917294,33.9185798346981,40.0,70.0,120.0,140.0
2503,sitio2_variante2503,1.4251455663499577,19.137295197752486,54.96019481935956,40.0,50.0,100.0,140.0
2504,sitio2_variante2504,1.9585459136320904,13.252340384878504,62.992800210348946,40.0,50.0,90.0,150.0
2505,sitio2_variante2505,1.6255919828348202,16.902802392097826,42.54339787770638,40.0,80.0,120.0,160.0
2506,sitio2_variante2506,1.7271427921091138,17.948875037893067,46.69653588893524,40.0,50.0,90.0,140.0
2507,sitio2_variante2507,1.4313857104406629,12.199124964800479,50.81489589325907,30.0,70.0,110.0,130.0
2508,sitio2_variante2508,2.454846690773362,4.8044713964353,57.78823739598558,10.0,80.0,100.0,150.0
2509,sitio2_variante2509,2.1148708095571322,16.377518878770076,40.91263377749586,40.0,70.0,100.0,140.0
2510,sitio2_variante2510,2.0203888828145375,20.158809532192635,64.24027820465395,40.0,70.0,90.0,130.0
2511,sitio2_variante2511,2.9274136477060964,21.26813944189551,61.80930036928131,30.0,80.0,110.0,150.0
2512,sitio2_variante2512,2.7889894789347824,14.667456486500232,47.81276831191095,30.0,60.0,100.0,140.0
2513,sitio2_variante2513,1.8319133747757546,4.602476434770068,34.66007254075189,40.0,80.0,110.0,160.0
2514,sitio2_variante2514,1.5137361794018451,17.23885167783344,53.44297656381144,20.0,70.0,100.0,130.0
2515,sitio2_variante2515,2.6806171299788017,14.321242407059461,56.34074108066497,40.0,80.0,90.0,150.0
2516,sitio2_variante2516,1.7792716407651075,5.249043079093787,44.99647518936124,10.0,70.0,100.0,140.0
2517,sitio2_variante2517,3.287012540689343,9.095616096396004,51.942126546549034,20.0,80.0,110.0,160.0
2518,sitio2_variante2518,2.5396495683191183,16.449108916994348,59.68296937860218,40.0,70.0,110.0,150.0
2519,sitio2_variante2519,2.7763838839624095,4.783105800315709,36.44182831263636,10.0,60.0,100.0,160.0
2520,sitio2_variante2520,3.4685113829962155,13.700329300010386,45.88764751424298,20.0,50.0,90.0,140.0
2521,sitio2_variante2521,2.7979231015762505,18.167797953881717,51.770008637487344,10.0,50.0,110.0,130.0
2522,sitio2_variante2522,3.375556069189436,22.53214093713713,65.42557048735341,40.0,50.0,100.0,150.0
2523,sitio2_variante2523,1.7862287583544711,21.359450961162203,47.53110540598815,40.0,60.0,120.0,140.0
2524,sitio2_variante2524,2.3928809725696665,16.90354480495312,49.68841353871727,30.0,70.0,120.0,150.0
2525,sitio2_variante2525,2.0771525205978842,14.451674000201798,43.042608667993065,20.0,80.0,110.0,140.0
2526,sitio2_variante2526,2.2490800440873624,14.04054299788768,52.937018924702706,10.0,50.0,110.0,130.0
2527,sitio2_variante2527,3.122915629200573,14.284180735591644,64.65813479144255,40.0,80.0,110.0,160.0
2528,sitio2_variante2528,1.9721018681294682,16.010661103446573,33.62388189943994,20.0,50.0,100.0,150.0
2529,sitio2_variante2529,2.0205542192128787,12.098799518237591,61.706349562772374,20.0,60.0,120.0,130.0
2530,sitio2_variante2530,1.4538950392749026,15.081562619925117,60.72597552932989,40.0,50.0,90.0,130.0
2531,sitio2_variante2531,3.3523888613566823,6.056067588132755,40.29768386063836,10.0,80.0,120.0,130.0
2532,sitio2_variante2532,2.176528909155894,12.983957477935295,55.35345546156632,10.0,80.0,120.0,140.0
2533,sitio2_variante2533,1.3423191691704357,20.85426622110685,64.59829269737054,30.0,70.0,110.0,150.0
2534,sitio2_variante2534,3.2989814066571297,16.633437784406954,56.997960507913234,10.0,70.0,110.0,150.0
2535,sitio2_variante2535,3.3998472853024806,5.582110009275345,48.52063433851834,40.0,70.0,100.0,160.0
2536,sitio2_variante2536,2.688960198318536,12.034486882669153,63.22526205469717,20.0,50.0,90.0,140.0
2537,sitio2_variante2537,2.151034612888959,10.153343788139512,34.65359255849994,10.0,70.0,90.0,160.0
2538,sitio2_variante2538,3.2612609114953046,9.044254347152613,58.45305386245731,40.0,80.0,90.0,140.0
2539,sitio2_variante2539,2.100045794272517,11.685648614550166,57.99883596410673,20.0,60.0,90.0,150.0
2540,sitio2_variante2540,3.0205849781042406,17.424619713389635,64.15934422884585,10.0,80.0,110.0,140.0
2541,sitio2_variante2541,2.7383481539771006,18.872816067135844,56.40876805068622,30.0,60.0,90.0,160.0
2542,sitio2_variante2542,1.48070182502121,14.165182331189852,34.97784935205959,10.0,50.0,110.0,130.0
2543,sitio2_variante2543,1.5478362784626774,20.374753443978893,64.85250828852752,40.0,50.0,90.0,160.0
2544,sitio2_variante2544,2.525777306118049,10.793736912769859,43.30295945103018,40.0,50.0,120.0,140.0
2545,sitio2_variante2545,2.067010643993262,13.896111072835412,44.519912871012146,40.0,50.0,110.0,130.0
2546,sitio2_variante2546,3.4366736141683196,18.16347733706785,57.33705039346316,40.0,60.0,120.0,150.0
2547,sitio2_variante2547,2.5745197271618774,8.069047440309744,44.95038273632201,40.0,50.0,110.0,150.0
2548,sitio2_variante2548,2.2071901233467366,12.263088127965368,34.01035650719419,20.0,80.0,120.0,140.0
2549,sitio2_variante2549,3.4761541771566806,19.745442773124715,65.22696965843437,40.0,50.0,110.0,160.0
2550,sitio2_variante2550,2.614652403464964,18.436439789632395,59.345791801673265,20.0,70.0,90.0,130.0
2551,sitio2_variante2551,1.357610880708222,19.550582311819817,65.66645901351094,30.0,60.0,100.0,130.0
2552,sitio2_variante2552,1.7223168939076448,5.5301604494977346,43.07455378555531,10.0,60.0,90.0,160.0
2553,sitio2_variante2553,3.428178734476737,18.19743515394921,37.62444643307771,10.0,50.0,110.0,130.0
2554,sitio2_variante2554,3.490482177042945,22.841836838688632,34.092315421201754,20.0,80.0,110.0,160.0
2555,sitio2_variante2555,3.4550073095941345,4.70981296611133,61.885562873620714,30.0,80.0,120.0,130.0
2556,sitio2_variante2556,1.909384987953,14.024545561498448,65.7753145049366,20.0,60.0,110.0,140.0
2557,sitio2_variante2557,2.6821953413290514,13.418498206281258,63.79659303836274,20.0,80.0,110.0,130.0
2558,sitio2_variante2558,2.955301729829282,9.260182381274682,52.457343923736886,10.0,80.0,90.0,140.0
2559,sitio2_variante2559,2.464219069040557,6.777785423925595,37.08618690421409,30.0,80.0,100.0,150.0
2560,sitio2_variante2560,3.079652902697371,18.66466508602766,43.8769606359149,20.0,70.0,90.0,160.0
2561,sitio2_variante2561,3.3198281491228316,6.662223679293392,41.02267512638641,10.0,60.0,90.0,130.0
2562,sitio2_variante2562,2.5813502475794294,15.239137367000117,56.33644492200363,10.0,80.0,90.0,160.0
2563,sitio2_variante2563,2.6041241463436613,20.31239030588837,50.22659361725266,40.0,60.0,120.0,140.0
2564,sitio2_variante2564,3.005438631523221,6.848319009311968,33.56454377375626,30.0,60.0,110.0,130.0
2565,sitio2_variante2565,1.548788643914044,14.29235948885722,55.0992211898763,30.0,70.0,100.0,130.0
2566,sitio2_variante2566,3.1896998509304293,13.639956488295258,57.20381652100248,10.0,50.0,110.0,150.0
2567,sitio2_variante2567,3.0620474845803187,21.56469850444814,39.036245233348005,30.0,70.0,120.0,150.0
2568,sitio2_variante2568,3.072144253484188,14.384942913955454,48.54999001579919,40.0,80.0,120.0,160.0
2569,sitio2_variante2569,1.717001024483086,11.17877023854431,36.333339387547326,40.0,60.0,120.0,150.0
2570,sitio2_variante2570,1.4528282354837834,15.582365231352956,58.16262653081918,20.0,60.0,100.0,140.0
2571,sitio2_variante2571,3.1220295158705804,18.4981501201813,32.45577213217893,20.0,60.0,110.0,150.0
2572,sitio2_variante2572,2.0059118658175317,12.366148500224941,48.874535568613325,30.0,80.0,90.0,140.0
2573,sitio2_variante2573,1.3835206840778533,15.75582621183262,55.6349823406154,40.0,80.0,110.0,140.0
2574,sitio2_variante2574,2.1038867020389693,9.89447262110523,61.65857966338247,30.0,60.0,100.0,130.0
2575,sitio2_variante2575,2.24489294908278,14.6734798544191,63.60190751532396,10.0,70.0,100.0,130.0
2576,sitio2_variante2576,2.124264580829428,10.375420302389081,47.61828487450846,10.0,70.0,90.0,140.0
2577,sitio2_variante2577,1.75234061999159,7.1801750772714925,36.13414866915556,30.0,80.0,120.0,140.0
2578,sitio2_variante2578,1.6925167332873208,11.808677706852254,37.906998891511506,40.0,80.0,110.0,160.0
2579,sitio2_variante2579,3.1153689797707056,22.866837820030476,42.978994471265146,40.0,50.0,110.0,150.0
2580,sitio2_variante2580,2.3321552128446212,22.498916241584215,38.12526181841229,10.0,80.0,120.0,130.0
2581,sitio2_variante2581,2.3567787151226343,16.13300713777045,56.19671840360371,30.0,50.0,120.0,130.0
2582,sitio2_variante2582,3.3474985577528917,6.6674839700124675,61.79689787769178,10.0,70.0,110.0,150.0
2583,sitio2_variante2583,1.3028728914525585,10.352610706863079,35.42626337999973,20.0,50.0,90.0,160.0
2584,sitio2_variante2584,2.856398514654276,6.462751207923846,53.48104196210653,20.0,80.0,120.0,130.0
2585,sitio2_variante2585,2.2652149261580754,11.694892214580559,48.31729623075928,30.0,50.0,110.0,160.0
2586,sitio2_variante2586,3.404999179604003,19.160563278608056,61.28519868434269,20.0,50.0,120.0,150.0
2587,sitio2_variante2587,2.4466842380991407,20.982898276780123,49.43164029296372,40.0,80.0,120.0,130.0
2588,sitio2_variante2588,1.6122029474046187,5.947673129022144,38.402703342569424,30.0,50.0,100.0,160.0
2589,sitio2_variante2589,1.575635311031151,6.945671805230422,65.02268654192444,10.0,60.0,110.0,150.0
2590,sitio2_variante2590,1.7543689844787218,5.409204937832633,65.59967394475846,10.0,60.0,110.0,140.0
2591,sitio2_variante2591,1.990568644643349,14.659689610924694,50.10456746383868,40.0,60.0,100.0,130.0
2592,sitio2_variante2592,1.6853208672138396,10.551522135920482,46.235850895853034,20.0,50.0,120.0,130.0
2593,sitio2_variante2593,1.7275265269895979,11.172668288797091,60.022161128297256,40.0,70.0,110.0,150.0
2594,sitio2_variante2594,1.8286665710123402,18.905277779282518,39.80093570042398,20.0,70.0,120.0,130.0
2595,sitio2_variante2595,2.5954987769260125,15.614991212613697,64.48952547574805,30.0,80.0,120.0,150.0
2596,sitio2_variante2596,2.0967136456725814,8.003097582996556,40.64003745502669,30.0,70.0,120.0,140.0
2597,sitio2_variante2597,3.460523900537848,11.234764524837473,64.6003260825494,10.0,80.0,120.0,160.0
2598,sitio2_variante2598,1.8863992299073538,7.345176849386815,63.79970834456008,20.0,70.0,90.0,160.0
2599,sitio2_variante2599,2.799699153538592,9.784086803540156,59.56797680029682,30.0,60.0,110.0,130.0
